,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,deposit
10531,31,management,single,tertiary,no,18,no,no,cellular,8,aug,2,-1,0,unknown,no
9848,57,blue-collar,married,primary,no,630,yes,no,unknown,29,may,1,-1,0,unknown,no
1134,39,services,married,secondary,no,52,no,no,telephone,2,feb,3,-1,0,unknown,yes
8571,34,blue-collar,married,secondary,no,199,yes,no,unknown,8,may,3,-1,0,unknown,no
851,43,technician,married,secondary,no,136,no,no,cellular,25,aug,7,-1,0,unknown,yes
202,41,blue-collar,married,primary,no,143,yes,yes,unknown,2,jun,2,-1,0,unknown,yes
6913,48,blue-collar,married,primary,no,51,no,yes,telephone,9,jul,1,-1,0,unknown,no
10665,35,management,married,tertiary,no,4943,yes,no,cellular,18,nov,1,124,2,failure,no
2684,28,blue-collar,single,secondary,no,322,no,no,telephone,11,sep,2,95,3,other,yes
5553,43,management,married,tertiary,no,78,yes,no,cellular,21,nov,1,109,1,other,no
4390,49,technician,married,tertiary,no,2611,no,no,cellular,20,apr,2,-1,0,unknown,yes
7284,35,blue-collar,married,secondary,no,1949,yes,no,unknown,2,jun,3,-1,0,unknown,no
4291,19,student,single,unknown,no,108,no,no,cellular,10,aug,1,182,2,success,yes
9125,32,blue-collar,single,primary,no,180,yes,no,cellular,13,may,1,-1,0,unknown,no
1825,35,management,married,tertiary,no,802,yes,no,cellular,6,may,2,-1,0,unknown,yes
9319,36,admin.,single,secondary,no,1281,no,no,telephone,24,jul,2,-1,0,unknown,no
10798,67,technician,married,secondary,no,0,no,no,cellular,13,aug,2,188,1,success,no
3842,22,student,single,secondary,no,216,no,no,cellular,6,aug,1,179,2,success,yes
4943,26,services,single,secondary,no,1445,no,no,telephone,23,oct,1,-1,0,unknown,yes
2033,31,management,single,tertiary,no,2734,yes,no,cellular,15,may,3,-1,0,unknown,yes
9123,32,technician,married,secondary,no,901,yes,no,unknown,21,may,3,-1,0,unknown,no
7181,31,blue-collar,single,tertiary,no,328,yes,no,cellular,14,may,1,175,1,failure,no
1110,33,entrepreneur,single,tertiary,no,300,yes,yes,cellular,30,jan,5,-1,0,unknown,yes
10826,24,student,single,secondary,no,493,yes,no,cellular,13,may,4,358,1,other,no
420,28,admin.,single,secondary,no,-170,no,yes,cellular,10,jul,2,-1,0,unknown,yes
4627,34,technician,single,tertiary,no,6529,no,no,cellular,14,aug,2,-1,0,unknown,yes
310,40,management,married,secondary,no,106,no,no,unknown,17,jun,2,-1,0,unknown,yes
7698,47,management,divorced,tertiary,no,8226,yes,no,cellular,30,jul,2,-1,0,unknown,no
7541,51,management,married,tertiary,no,10635,yes,no,unknown,5,may,1,-1,0,unknown,no
5831,53,retired,married,secondary,no,4968,no,no,cellular,6,may,1,87,2,failure,no
8255,33,technician,divorced,secondary,no,464,no,no,cellular,4,feb,4,-1,0,unknown,no
1586,74,retired,married,secondary,no,9480,no,no,cellular,21,apr,1,-1,0,unknown,yes
4985,53,retired,married,secondary,no,665,yes,no,cellular,22,apr,2,-1,0,unknown,yes
9938,32,technician,married,secondary,no,465,yes,no,cellular,12,may,2,-1,0,unknown,no
6705,32,technician,married,tertiary,no,0,yes,no,cellular,19,nov,4,-1,0,unknown,no
7872,25,services,single,tertiary,no,130,yes,no,cellular,16,jul,1,-1,0,unknown,no
7607,55,blue-collar,married,unknown,no,23,no,no,cellular,30,jan,1,2,3,other,no
1484,62,blue-collar,married,secondary,no,180,no,no,cellular,15,apr,2,-1,0,unknown,yes
7212,48,blue-collar,married,primary,yes,-50,yes,no,cellular,14,may,6,-1,0,unknown,no
5990,48,admin.,single,secondary,no,479,yes,yes,unknown,18,jun,3,-1,0,unknown,no
1459,44,self-employed,single,tertiary,no,1367,yes,no,cellular,13,apr,3,146,1,other,yes
7612,55,management,married,secondary,no,0,yes,no,unknown,13,may,2,-1,0,unknown,no
4156,32,admin.,married,secondary,no,51,yes,yes,cellular,14,jan,1,87,2,other,yes
8553,59,blue-collar,married,secondary,no,1376,no,yes,unknown,9,may,4,-1,0,unknown,no
5617,46,unemployed,divorced,secondary,no,41,yes,no,unknown,12,may,4,-1,0,unknown,no
8579,37,technician,married,secondary,no,1610,no,no,unknown,16,jun,2,-1,0,unknown,no
217,43,entrepreneur,married,secondary,no,0,no,no,unknown,3,jun,7,-1,0,unknown,yes
7096,51,unemployed,divorced,secondary,no,-56,yes,no,cellular,19,nov,3,-1,0,unknown,no
7288,36,technician,divorced,tertiary,no,119,no,no,cellular,23,jul,8,-1,0,unknown,no
4980,23,student,single,secondary,no,794,no,no,cellular,26,jul,3,171,3,other,yes
7986,53,blue-collar,married,primary,no,4641,no,no,unknown,16,jun,2,-1,0,unknown,no
1385,19,student,single,primary,no,134,no,no,cellular,27,mar,2,-1,0,unknown,yes
10456,45,blue-collar,married,primary,no,900,yes,no,unknown,9,jun,1,-1,0,unknown,no
6881,52,self-employed,married,secondary,no,517,no,no,cellular,26,aug,4,-1,0,unknown,no
7427,41,self-employed,single,tertiary,no,1755,no,no,unknown,11,jun,10,-1,0,unknown,no
6550,59,management,divorced,tertiary,no,59,yes,no,unknown,5,may,1,-1,0,unknown,no
7049,39,management,divorced,tertiary,no,30,no,yes,cellular,3,feb,4,-1,0,unknown,no
2288,37,blue-collar,married,secondary,no,4321,no,no,cellular,5,jun,1,-1,0,unknown,yes
2865,87,retired,married,primary,no,230,no,no,cellular,30,oct,1,-1,0,unknown,yes
4383,31,blue-collar,married,secondary,no,152,yes,yes,cellular,8,jul,1,-1,0,unknown,yes
6691,81,retired,divorced,unknown,no,0,no,no,telephone,16,oct,1,-1,0,unknown,no
282,49,management,married,tertiary,no,64,no,no,unknown,11,jun,1,-1,0,unknown,yes
3215,52,management,married,tertiary,no,4675,no,no,cellular,12,feb,3,-1,0,unknown,yes
9198,33,technician,married,secondary,no,256,yes,no,cellular,18,nov,1,-1,0,unknown,no
2328,26,management,single,tertiary,no,170,no,no,cellular,15,jun,1,-1,0,unknown,yes
9452,50,management,divorced,tertiary,no,2564,yes,no,cellular,21,nov,4,113,8,failure,no
3718,34,technician,single,tertiary,no,2733,no,no,cellular,14,jul,1,-1,0,unknown,yes
9494,36,management,single,tertiary,no,-38,yes,no,unknown,14,may,1,-1,0,unknown,no
10198,30,management,married,tertiary,no,-250,yes,no,unknown,20,jun,6,-1,0,unknown,no
10496,33,blue-collar,married,secondary,no,312,yes,no,unknown,4,jun,2,-1,0,unknown,no
8182,37,management,single,tertiary,no,2875,no,no,cellular,20,nov,2,-1,0,unknown,no
3816,63,entrepreneur,married,secondary,no,3904,no,no,telephone,4,aug,2,187,2,success,yes
653,40,admin.,married,secondary,no,341,no,no,cellular,31,jul,5,-1,0,unknown,yes
4331,31,management,married,secondary,no,0,no,no,cellular,11,aug,1,-1,0,unknown,yes
10675,52,technician,married,secondary,no,851,no,no,unknown,17,jun,2,-1,0,unknown,no
6171,29,technician,single,tertiary,no,910,yes,no,cellular,11,may,1,-1,0,unknown,no
6007,36,entrepreneur,married,tertiary,no,2700,no,no,cellular,4,feb,3,-1,0,unknown,no
6170,37,unemployed,married,tertiary,no,1236,no,no,cellular,29,jul,2,-1,0,unknown,no
5959,47,admin.,single,secondary,no,3957,yes,no,telephone,11,may,3,334,3,other,no
9809,53,technician,married,secondary,no,1776,no,no,unknown,18,jun,7,-1,0,unknown,no
9227,32,unemployed,married,secondary,no,365,yes,no,cellular,30,jan,3,-1,0,unknown,no
10545,49,management,married,tertiary,no,271,yes,no,cellular,5,feb,6,-1,0,unknown,no
3642,37,technician,married,tertiary,no,122,no,no,cellular,25,jun,2,318,3,other,yes
3895,24,student,single,secondary,no,431,no,no,cellular,19,aug,11,185,5,success,yes
9349,57,retired,divorced,secondary,no,316,no,no,cellular,28,jan,2,-1,0,unknown,no
10157,44,management,married,tertiary,no,1451,yes,no,cellular,5,feb,7,80,15,failure,no
8049,56,blue-collar,divorced,primary,no,8,yes,no,unknown,5,may,2,-1,0,unknown,no
1977,29,blue-collar,married,secondary,no,7863,yes,no,cellular,14,may,1,-1,0,unknown,yes
2855,50,technician,married,secondary,no,3654,no,no,cellular,29,oct,2,78,2,other,yes
2661,58,management,married,tertiary,no,1227,no,no,cellular,8,sep,2,95,1,success,yes
1051,31,admin.,single,secondary,no,3950,yes,no,cellular,21,nov,1,-1,0,unknown,yes
7240,33,blue-collar,married,secondary,no,0,yes,yes,cellular,31,jul,43,-1,0,unknown,no
1227,31,management,divorced,tertiary,no,373,no,no,cellular,10,feb,6,-1,0,unknown,yes
1909,39,management,married,tertiary,no,1425,yes,no,cellular,12,may,3,-1,0,unknown,yes
3864,65,entrepreneur,married,tertiary,no,2331,no,no,telephone,11,aug,1,183,2,success,yes
9403,31,management,married,tertiary,no,1230,yes,no,unknown,27,may,4,-1,0,unknown,no
9608,55,admin.,married,primary,no,319,no,no,cellular,21,nov,3,-1,0,unknown,no
3616,27,management,single,tertiary,no,1720,no,no,cellular,15,jun,1,224,3,success,yes
1573,32,technician,single,secondary,no,1995,yes,no,cellular,20,apr,1,-1,0,unknown,yes
7389,46,blue-collar,married,secondary,no,781,no,no,unknown,13,may,1,-1,0,unknown,no
5556,33,unemployed,single,secondary,no,233,yes,no,unknown,8,may,4,-1,0,unknown,no
9739,43,blue-collar,married,primary,no,18,yes,no,cellular,14,may,2,370,3,other,no
6981,38,entrepreneur,married,tertiary,no,678,no,yes,cellular,18,nov,2,152,1,failure,no
6356,29,admin.,single,secondary,no,3794,no,no,cellular,30,apr,1,-1,0,unknown,no
6988,57,admin.,divorced,secondary,no,0,no,no,cellular,9,sep,2,-1,0,unknown,no
4595,45,management,single,tertiary,no,2048,yes,no,cellular,18,oct,1,804,1,failure,yes
2171,33,management,married,tertiary,no,1323,no,no,cellular,1,jun,1,-1,0,unknown,yes
11030,34,technician,single,secondary,no,18777,yes,no,cellular,18,nov,1,-1,0,unknown,no
4727,44,blue-collar,married,secondary,no,1697,yes,no,unknown,4,jul,2,-1,0,unknown,yes
7404,36,blue-collar,married,primary,no,409,yes,no,unknown,11,jun,3,-1,0,unknown,no
8696,57,admin.,married,unknown,no,0,yes,no,unknown,15,may,2,-1,0,unknown,no
4912,50,entrepreneur,married,primary,no,461,yes,no,unknown,15,may,32,-1,0,unknown,yes
2635,40,unemployed,single,tertiary,no,7968,no,no,cellular,3,sep,1,93,1,success,yes
10306,56,entrepreneur,divorced,secondary,no,179,no,no,cellular,14,aug,2,-1,0,unknown,no
8059,32,services,married,secondary,no,315,no,no,cellular,4,aug,1,-1,0,unknown,no
2766,31,management,married,tertiary,no,6138,no,no,cellular,16,oct,2,119,5,failure,yes
2677,38,unknown,single,tertiary,no,0,no,no,cellular,11,sep,3,95,3,success,yes
4656,60,retired,married,tertiary,no,2557,yes,no,cellular,2,feb,1,-1,0,unknown,yes
10551,55,blue-collar,married,primary,no,11,no,no,unknown,17,jun,2,-1,0,unknown,no
5867,31,unemployed,married,secondary,no,20,no,no,telephone,18,nov,1,-1,0,unknown,no
5536,30,admin.,single,secondary,no,127,yes,no,cellular,18,may,6,368,1,other,no
6931,30,blue-collar,married,primary,no,2607,yes,no,unknown,28,may,10,-1,0,unknown,no
9884,51,technician,divorced,secondary,no,2323,yes,yes,cellular,18,aug,10,-1,0,unknown,no
5724,42,management,married,tertiary,no,877,yes,no,unknown,14,may,1,-1,0,unknown,no
8726,41,technician,single,tertiary,no,-89,yes,no,cellular,3,feb,4,251,4,failure,no
10876,36,management,married,tertiary,no,532,yes,no,cellular,14,may,1,-1,0,unknown,no
10089,35,blue-collar,married,secondary,no,503,yes,yes,unknown,9,may,2,-1,0,unknown,no
2351,72,self-employed,married,tertiary,no,132,no,no,cellular,1,jul,2,65,1,success,yes
7029,33,admin.,married,secondary,no,30,yes,no,telephone,5,may,2,-1,0,unknown,no
2904,49,management,married,primary,no,3371,no,no,cellular,11,nov,2,-1,0,unknown,yes
3804,29,student,single,tertiary,no,163,no,no,cellular,3,aug,1,-1,0,unknown,yes
2092,32,technician,single,tertiary,no,1625,no,no,cellular,22,may,1,109,1,failure,yes
4888,32,technician,divorced,tertiary,no,53,no,no,cellular,22,aug,2,-1,0,unknown,yes
3447,46,admin.,divorced,primary,no,429,yes,no,cellular,26,apr,2,369,2,success,yes
4147,41,blue-collar,married,secondary,no,2039,yes,no,cellular,8,may,1,-1,0,unknown,yes
5303,33,technician,married,secondary,no,2362,yes,no,cellular,26,aug,4,-1,0,unknown,no
9363,46,admin.,married,secondary,no,0,yes,yes,cellular,20,apr,2,259,2,failure,no
2858,61,management,married,tertiary,no,477,yes,no,cellular,29,oct,1,520,1,other,yes
1393,46,management,divorced,tertiary,no,507,yes,no,cellular,1,apr,1,-1,0,unknown,yes
3800,53,admin.,single,secondary,no,2398,yes,no,cellular,2,aug,1,180,2,failure,yes
7537,50,blue-collar,divorced,secondary,no,203,yes,no,telephone,19,nov,1,127,4,other,no
6418,35,management,divorced,tertiary,no,457,yes,no,cellular,5,feb,3,-1,0,unknown,no
10095,40,services,married,secondary,no,181,yes,no,unknown,16,may,1,-1,0,unknown,no
2188,34,student,single,unknown,no,1011,no,no,cellular,1,jun,1,-1,0,unknown,yes
7280,26,technician,single,secondary,no,84,yes,no,cellular,29,jul,3,-1,0,unknown,no
3067,87,retired,married,primary,no,2190,no,no,telephone,12,jan,2,-1,0,unknown,yes
6546,40,services,married,secondary,no,0,yes,yes,cellular,2,feb,2,-1,0,unknown,no
2030,37,entrepreneur,single,secondary,no,-22,yes,no,cellular,15,may,1,-1,0,unknown,yes
8123,34,technician,married,secondary,no,260,yes,no,cellular,17,apr,2,238,2,failure,no
6779,27,admin.,single,tertiary,no,689,no,no,cellular,26,jan,1,307,1,failure,no
4195,55,housemaid,married,unknown,no,366,no,no,cellular,5,jun,3,57,2,other,yes
5485,54,self-employed,divorced,tertiary,no,0,yes,yes,cellular,29,jan,3,-1,0,unknown,no
5091,42,management,married,tertiary,no,372,yes,no,cellular,4,aug,3,1,2,success,yes
7751,36,services,married,secondary,no,297,yes,yes,cellular,15,jul,5,-1,0,unknown,no
2407,34,blue-collar,single,primary,no,79,no,no,telephone,10,jul,4,-1,0,unknown,yes
9919,32,admin.,single,tertiary,no,291,no,no,telephone,28,jan,6,275,5,other,no
1859,57,management,married,tertiary,no,830,yes,yes,cellular,8,may,1,367,1,success,yes
5559,65,retired,married,tertiary,no,1948,no,no,cellular,2,feb,2,-1,0,unknown,no
4887,43,self-employed,single,unknown,no,3173,no,no,unknown,15,may,1,-1,0,unknown,yes
1373,83,retired,divorced,primary,no,46,no,no,cellular,25,mar,1,-1,0,unknown,yes
7599,29,admin.,single,secondary,no,127,yes,yes,cellular,20,apr,1,-1,0,unknown,no
2257,26,student,single,secondary,no,132,no,no,cellular,4,jun,1,-1,0,unknown,yes
5315,31,self-employed,single,tertiary,no,84,no,no,cellular,6,aug,4,-1,0,unknown,no
4047,27,technician,single,secondary,no,643,no,no,telephone,14,oct,1,93,1,success,yes
2879,52,admin.,single,secondary,no,2398,yes,no,cellular,3,nov,1,-1,0,unknown,yes
2137,25,management,single,tertiary,no,1317,no,no,cellular,26,may,1,-1,0,unknown,yes
10754,47,blue-collar,married,secondary,no,2128,yes,no,telephone,17,apr,1,-1,0,unknown,no
10139,30,admin.,married,secondary,no,46,yes,no,unknown,6,may,2,-1,0,unknown,no
2474,57,technician,married,secondary,no,589,yes,no,cellular,11,aug,1,190,5,failure,yes
4215,32,management,single,tertiary,no,10281,no,no,cellular,22,apr,1,-1,0,unknown,yes
6657,42,management,married,tertiary,no,1823,yes,no,unknown,13,may,1,-1,0,unknown,no
4358,35,self-employed,married,secondary,no,188,yes,yes,unknown,5,jun,2,-1,0,unknown,yes
5133,35,technician,married,tertiary,no,7050,no,no,cellular,11,aug,3,182,4,success,yes
2285,54,management,married,tertiary,no,8295,no,no,cellular,5,jun,1,-1,0,unknown,yes
9915,31,technician,single,tertiary,no,-749,yes,yes,cellular,29,jul,4,-1,0,unknown,no
2274,40,admin.,single,secondary,no,985,yes,no,cellular,4,jun,3,50,8,failure,yes
4467,31,blue-collar,married,secondary,no,1766,no,yes,cellular,5,jun,2,-1,0,unknown,yes
10868,37,management,married,tertiary,no,2672,yes,no,cellular,11,aug,1,-1,0,unknown,no
2896,35,management,single,tertiary,no,1228,no,no,cellular,9,nov,2,88,12,failure,yes
2130,32,technician,single,tertiary,no,705,yes,no,cellular,25,may,2,35,4,failure,yes
2455,34,management,married,tertiary,no,0,yes,no,cellular,7,aug,1,99,2,success,yes
184,42,unemployed,divorced,secondary,no,1713,yes,no,unknown,30,may,2,-1,0,unknown,yes
1619,39,admin.,married,secondary,no,732,no,no,cellular,23,apr,4,-1,0,unknown,yes
3206,57,retired,married,primary,no,9367,no,no,cellular,11,feb,1,90,6,success,yes
9857,57,technician,married,secondary,no,402,yes,no,unknown,6,may,3,-1,0,unknown,no
5644,30,technician,single,secondary,no,281,no,no,cellular,12,aug,2,-1,0,unknown,no
506,31,admin.,single,secondary,no,622,no,no,cellular,18,jul,1,-1,0,unknown,yes
4879,46,services,married,primary,no,437,yes,no,cellular,13,may,3,-1,0,unknown,yes
4427,29,management,married,secondary,no,231,no,no,cellular,14,may,1,14,1,failure,yes
2210,31,student,single,tertiary,no,64,no,no,cellular,2,jun,2,-1,0,unknown,yes
113,36,management,married,tertiary,no,849,yes,yes,unknown,21,may,2,-1,0,unknown,yes
5784,42,blue-collar,married,secondary,no,273,no,no,unknown,12,jun,1,-1,0,unknown,no
6386,41,management,divorced,tertiary,no,236,no,no,cellular,3,feb,2,-1,0,unknown,no
7574,31,management,married,tertiary,no,1170,no,no,cellular,20,aug,4,-1,0,unknown,no
9338,27,self-employed,single,tertiary,no,270,yes,no,unknown,27,may,2,-1,0,unknown,no
7838,66,admin.,divorced,secondary,no,220,no,no,cellular,28,aug,1,-1,0,unknown,no
8867,34,admin.,married,secondary,no,-312,yes,no,unknown,9,may,1,-1,0,unknown,no
10276,30,technician,single,secondary,no,86,no,no,unknown,20,aug,1,-1,0,unknown,no
3856,30,technician,single,tertiary,no,2325,no,no,cellular,10,aug,1,127,7,failure,yes
5245,33,management,married,secondary,no,336,no,no,cellular,15,apr,3,-1,0,unknown,yes
7952,36,services,divorced,primary,no,418,yes,no,cellular,8,may,2,-1,0,unknown,no
3966,75,retired,married,primary,no,1765,no,no,telephone,14,sep,1,187,4,failure,yes
2142,26,student,single,secondary,no,100,no,no,cellular,26,may,1,-1,0,unknown,yes
8722,46,technician,divorced,secondary,no,111,yes,no,cellular,19,nov,3,183,2,other,no
6855,53,technician,married,secondary,no,6,yes,no,unknown,5,may,1,-1,0,unknown,no
2465,54,technician,married,secondary,no,10185,no,no,cellular,10,aug,1,70,2,other,yes
8563,39,management,married,secondary,no,517,yes,no,cellular,18,nov,3,196,2,failure,no
6345,33,blue-collar,married,secondary,no,3576,yes,no,cellular,2,apr,1,308,2,other,no
7009,43,management,married,tertiary,no,8,no,no,cellular,11,aug,4,-1,0,unknown,no
1308,34,blue-collar,single,secondary,no,215,no,no,cellular,3,mar,3,-1,0,unknown,yes
531,44,management,married,primary,no,4758,yes,no,cellular,22,jul,6,-1,0,unknown,yes
2608,29,technician,single,secondary,no,590,no,no,cellular,27,aug,1,94,1,success,yes
3288,60,retired,divorced,tertiary,no,2,no,no,cellular,2,mar,4,390,2,other,yes
1063,58,management,married,tertiary,no,96,no,no,cellular,21,nov,1,-1,0,unknown,yes
8672,41,technician,married,secondary,no,128,yes,no,cellular,27,aug,2,-1,0,unknown,no
1355,43,admin.,married,secondary,no,132,no,no,cellular,17,mar,1,-1,0,unknown,yes
2146,25,admin.,married,tertiary,no,906,no,no,cellular,26,may,1,-1,0,unknown,yes
7676,46,blue-collar,married,primary,no,-388,yes,yes,cellular,10,jul,1,-1,0,unknown,no
2903,47,admin.,married,secondary,no,0,no,no,cellular,10,nov,1,190,1,other,yes
6197,26,admin.,single,secondary,no,-12,yes,no,unknown,4,jun,1,-1,0,unknown,no
6068,36,technician,single,secondary,yes,0,no,yes,cellular,26,aug,14,-1,0,unknown,no
5528,40,self-employed,single,tertiary,no,-94,yes,no,cellular,16,jul,1,-1,0,unknown,no
6215,37,unemployed,married,secondary,no,80,no,no,cellular,3,feb,2,-1,0,unknown,no
22,43,management,divorced,tertiary,no,388,yes,no,unknown,8,may,2,-1,0,unknown,yes
1830,36,management,single,tertiary,no,4,yes,no,cellular,7,may,2,342,1,failure,yes
2287,28,management,single,tertiary,no,874,yes,no,cellular,5,jun,1,-1,0,unknown,yes
4460,32,student,single,tertiary,no,64,no,no,cellular,30,jun,4,105,5,failure,yes
633,35,management,married,tertiary,no,-468,yes,no,cellular,30,jul,8,-1,0,unknown,yes
4630,46,technician,single,secondary,no,874,no,no,cellular,19,nov,3,-1,0,unknown,yes
5015,30,student,single,secondary,no,48,no,no,cellular,25,feb,1,191,2,success,yes
8284,45,blue-collar,single,tertiary,no,-243,no,yes,cellular,8,jul,2,-1,0,unknown,no
3712,70,retired,divorced,primary,no,482,no,no,telephone,14,jul,1,181,3,success,yes
886,43,management,married,tertiary,no,1258,no,no,unknown,20,oct,1,-1,0,unknown,yes
5631,39,admin.,married,secondary,no,1388,yes,no,cellular,15,jul,5,-1,0,unknown,no
2041,36,services,single,secondary,no,0,yes,no,cellular,15,may,4,-1,0,unknown,yes
